feature	motif1	motif2	motif.type	feature_type
Zm00001d046198	0	1	motif2	gene
Zm00001d046199	1	0	motif1	gene
Zm00001d046202	0	1	motif2	gene
Zm00001d046205	0	2	motif2	gene
Zm00001d046207	0	1	motif2	gene
Zm00001d046214	2	5	both	gene
Zm00001d046218	3	0	motif1	gene
Zm00001d046221	2	2	both	gene
Zm00001d046223	1	0	motif1	gene
Zm00001d046225	5	3	both	gene
Zm00001d046226	1	0	motif1	gene
Zm00001d046229	1	0	motif1	gene
Zm00001d046230	1	0	motif1	gene
Zm00001d046231	2	2	both	gene
Zm00001d046234	1	0	motif1	gene
Zm00001d046238	0	1	motif2	gene
Zm00001d046241	0	1	motif2	gene
Zm00001d046243	2	1	both	gene
Zm00001d046246	2	0	motif1	gene
Zm00001d046247	1	0	motif1	gene
Zm00001d046249	1	2	both	gene
Zm00001d046254	0	1	motif2	gene
Zm00001d046255	0	1	motif2	gene
Zm00001d046260	2	0	motif1	gene
Zm00001d046261	0	2	motif2	gene
Zm00001d046263	2	2	both	gene
Zm00001d046267	0	2	motif2	gene
Zm00001d046268	1	0	motif1	gene
Zm00001d046270	0	1	motif2	gene
Zm00001d046272	1	0	motif1	gene
Zm00001d046273	1	0	motif1	gene
Zm00001d046276	1	0	motif1	gene
Zm00001d046277	1	1	both	gene
Zm00001d046282	0	1	motif2	gene
Zm00001d046286	1	2	both	gene
Zm00001d046304	3	1	both	gene
Zm00001d046319	0	1	motif2	gene
Zm00001d046323	3	1	both	gene
Zm00001d046330	1	0	motif1	gene
Zm00001d046333	1	4	both	gene
Zm00001d046335	0	2	motif2	gene
Zm00001d046336	1	2	both	gene
Zm00001d046344	0	1	motif2	gene
Zm00001d046346	0	1	motif2	gene
Zm00001d046348	1	1	both	gene
Zm00001d046352	1	0	motif1	gene
Zm00001d046357	0	2	motif2	gene
Zm00001d046363	0	1	motif2	gene
Zm00001d046364	0	1	motif2	gene
Zm00001d046366	1	2	both	gene
Zm00001d046369	1	0	motif1	gene
Zm00001d046370	0	1	motif2	gene
Zm00001d046372	1	2	both	gene
Zm00001d046374	1	0	motif1	gene
Zm00001d046385	0	2	motif2	gene
Zm00001d046388	3	1	both	gene
Zm00001d046396	0	1	motif2	gene
Zm00001d046397	0	1	motif2	gene
Zm00001d046399	0	1	motif2	gene
Zm00001d046400	0	1	motif2	gene
Zm00001d046402	1	0	motif1	gene
Zm00001d046403	0	1	motif2	gene
Zm00001d046413	1	0	motif1	gene
Zm00001d046420	2	1	both	gene
Zm00001d046434	3	1	both	gene
Zm00001d046438	1	1	both	gene
Zm00001d046439	1	2	both	gene
Zm00001d046449	0	1	motif2	gene
Zm00001d046450	2	2	both	gene
Zm00001d046456	2	3	both	gene
Zm00001d046467	1	1	both	gene
Zm00001d046468	1	4	both	gene
Zm00001d046472	0	1	motif2	gene
Zm00001d046483	0	1	motif2	gene
Zm00001d046487	1	0	motif1	gene
Zm00001d046488	0	1	motif2	gene
Zm00001d046489	2	1	both	gene
Zm00001d046491	0	1	motif2	gene
Zm00001d046492	2	1	both	gene
Zm00001d046500	0	1	motif2	gene
Zm00001d046506	2	3	both	gene
Zm00001d046509	1	3	both	gene
Zm00001d046515	0	1	motif2	gene
Zm00001d046517	2	3	both	gene
Zm00001d046518	1	1	both	gene
Zm00001d046519	1	1	both	gene
Zm00001d046529	2	0	motif1	gene
Zm00001d046532	0	2	motif2	gene
Zm00001d046534	3	1	both	gene
Zm00001d046539	0	1	motif2	gene
Zm00001d046540	1	0	motif1	gene
Zm00001d046545	4	3	both	gene
Zm00001d046549	1	2	both	gene
Zm00001d046552	0	1	motif2	gene
Zm00001d046553	1	0	motif1	gene
Zm00001d046554	1	1	both	gene
Zm00001d046558	0	1	motif2	gene
Zm00001d046559	2	0	motif1	gene
Zm00001d046568	1	0	motif1	gene
Zm00001d046569	1	0	motif1	gene
Zm00001d046577	2	0	motif1	gene
Zm00001d046579	2	4	both	gene
Zm00001d046581	3	3	both	gene
Zm00001d046582	0	3	motif2	gene
Zm00001d046587	3	2	both	gene
Zm00001d046592	1	0	motif1	gene
Zm00001d046593	0	1	motif2	gene
Zm00001d046595	3	0	motif1	gene
Zm00001d046598	0	1	motif2	gene
Zm00001d046600	0	1	motif2	gene
Zm00001d046601	1	0	motif1	gene
Zm00001d046602	0	2	motif2	gene
Zm00001d046609	0	1	motif2	gene
Zm00001d046611	0	1	motif2	gene
Zm00001d046616	1	2	both	gene
Zm00001d046624	1	1	both	gene
Zm00001d046625	1	1	both	gene
Zm00001d046627	1	0	motif1	gene
Zm00001d046628	1	1	both	gene
Zm00001d046629	1	0	motif1	gene
Zm00001d046630	2	1	both	gene
Zm00001d046639	0	1	motif2	gene
Zm00001d046654	0	2	motif2	gene
Zm00001d046656	2	1	both	gene
Zm00001d046660	1	0	motif1	gene
Zm00001d046661	1	2	both	gene
Zm00001d046665	1	0	motif1	gene
Zm00001d046678	1	0	motif1	gene
Zm00001d046679	0	1	motif2	gene
Zm00001d046683	1	3	both	gene
Zm00001d046688	0	1	motif2	gene
Zm00001d046691	2	0	motif1	gene
Zm00001d046710	1	1	both	gene
Zm00001d046711	2	0	motif1	gene
Zm00001d046714	1	1	both	gene
Zm00001d046716	0	2	motif2	gene
Zm00001d046717	1	3	both	gene
Zm00001d046719	0	1	motif2	gene
Zm00001d046722	1	0	motif1	gene
Zm00001d046723	0	1	motif2	gene
Zm00001d046724	0	1	motif2	gene
Zm00001d046735	0	1	motif2	gene
Zm00001d046739	0	2	motif2	gene
Zm00001d046740	0	1	motif2	gene
Zm00001d046742	1	0	motif1	gene
Zm00001d046748	0	1	motif2	gene
Zm00001d046749	0	1	motif2	gene
Zm00001d046751	1	0	motif1	gene
Zm00001d046755	0	1	motif2	gene
Zm00001d046759	0	1	motif2	gene
Zm00001d046760	1	0	motif1	gene
Zm00001d046765	1	1	both	gene
Zm00001d046767	1	0	motif1	gene
Zm00001d046777	1	0	motif1	gene
Zm00001d046779	0	1	motif2	gene
Zm00001d046781	0	3	motif2	gene
Zm00001d046792	0	1	motif2	gene
Zm00001d046794	1	0	motif1	gene
Zm00001d046800	0	1	motif2	gene
Zm00001d046810	1	1	both	gene
Zm00001d046814	1	1	both	gene
Zm00001d046816	0	1	motif2	gene
Zm00001d046819	0	2	motif2	gene
Zm00001d046828	1	0	motif1	gene
Zm00001d046831	1	0	motif1	gene
Zm00001d046835	1	1	both	gene
Zm00001d046837	0	2	motif2	gene
Zm00001d046839	0	1	motif2	gene
Zm00001d046840	0	1	motif2	gene
Zm00001d046841	0	1	motif2	gene
Zm00001d046842	0	1	motif2	gene
Zm00001d046843	1	0	motif1	gene
Zm00001d046850	1	0	motif1	gene
Zm00001d046861	2	0	motif1	gene
Zm00001d046864	3	0	motif1	gene
Zm00001d046871	1	0	motif1	gene
Zm00001d046873	0	1	motif2	gene
Zm00001d046884	2	1	both	gene
Zm00001d046898	1	0	motif1	gene
Zm00001d046905	0	1	motif2	gene
Zm00001d046909	0	1	motif2	gene
Zm00001d046910	3	1	both	gene
Zm00001d046915	0	1	motif2	gene
Zm00001d046916	2	0	motif1	gene
Zm00001d046919	0	1	motif2	gene
Zm00001d046928	1	3	both	gene
Zm00001d046929	0	3	motif2	gene
Zm00001d046938	1	1	both	gene
Zm00001d046941	1	1	both	gene
Zm00001d046942	1	0	motif1	gene
Zm00001d046945	0	1	motif2	gene
Zm00001d046948	1	1	both	gene
Zm00001d046953	1	1	both	gene
Zm00001d046959	1	0	motif1	gene
Zm00001d046960	2	0	motif1	gene
Zm00001d046964	3	3	both	gene
Zm00001d046965	1	0	motif1	gene
Zm00001d046971	0	1	motif2	gene
Zm00001d046972	0	1	motif2	gene
Zm00001d046973	1	1	both	gene
Zm00001d046974	1	2	both	gene
Zm00001d046978	0	3	motif2	gene
Zm00001d046979	1	2	both	gene
Zm00001d046981	1	0	motif1	gene
Zm00001d046995	0	1	motif2	gene
Zm00001d046997	1	0	motif1	gene
Zm00001d046999	3	2	both	gene
Zm00001d047006	2	0	motif1	gene
Zm00001d047015	0	1	motif2	gene
Zm00001d047020	1	0	motif1	gene
Zm00001d047023	0	2	motif2	gene
Zm00001d047025	1	1	both	gene
Zm00001d047028	1	2	both	gene
Zm00001d047030	2	1	both	gene
Zm00001d047032	1	0	motif1	gene
Zm00001d047034	1	0	motif1	gene
Zm00001d047035	0	1	motif2	gene
Zm00001d047042	0	1	motif2	gene
Zm00001d047043	2	0	motif1	gene
Zm00001d047044	1	0	motif1	gene
Zm00001d047050	0	1	motif2	gene
Zm00001d047051	0	2	motif2	gene
Zm00001d047054	0	1	motif2	gene
Zm00001d047057	1	1	both	gene
Zm00001d047058	1	1	both	gene
Zm00001d047066	1	0	motif1	gene
Zm00001d047067	0	1	motif2	gene
Zm00001d047069	0	1	motif2	gene
Zm00001d047074	5	7	both	gene
Zm00001d047076	1	0	motif1	gene
Zm00001d047078	0	1	motif2	gene
Zm00001d047079	1	2	both	gene
Zm00001d047086	0	1	motif2	gene
Zm00001d047089	1	0	motif1	gene
Zm00001d047092	1	1	both	gene
Zm00001d047097	0	1	motif2	gene
Zm00001d047099	0	1	motif2	gene
Zm00001d047105	0	1	motif2	gene
Zm00001d047107	1	0	motif1	gene
Zm00001d047112	1	0	motif1	gene
Zm00001d047115	0	1	motif2	gene
Zm00001d047126	1	2	both	gene
Zm00001d047128	1	0	motif1	gene
Zm00001d047131	1	2	both	gene
Zm00001d047132	0	3	motif2	gene
Zm00001d047135	0	1	motif2	gene
Zm00001d047138	1	2	both	gene
Zm00001d047140	1	1	both	gene
Zm00001d047141	0	1	motif2	gene
Zm00001d047143	1	2	both	gene
Zm00001d047146	0	1	motif2	gene
Zm00001d047147	0	1	motif2	gene
Zm00001d047153	2	3	both	gene
Zm00001d047156	0	1	motif2	gene
Zm00001d047160	0	1	motif2	gene
Zm00001d047161	0	1	motif2	gene
Zm00001d047162	2	1	both	gene
Zm00001d047165	1	0	motif1	gene
Zm00001d047166	1	0	motif1	gene
Zm00001d047174	1	0	motif1	gene
Zm00001d047175	0	1	motif2	gene
Zm00001d047180	1	2	both	gene
Zm00001d047181	2	0	motif1	gene
Zm00001d047183	1	2	both	gene
Zm00001d047184	0	1	motif2	gene
Zm00001d047186	0	1	motif2	gene
Zm00001d047191	1	0	motif1	gene
Zm00001d047203	1	1	both	gene
Zm00001d047215	0	1	motif2	gene
Zm00001d047216	0	1	motif2	gene
Zm00001d047218	4	3	both	gene
Zm00001d047223	1	1	both	gene
Zm00001d047224	1	2	both	gene
Zm00001d047234	1	0	motif1	gene
Zm00001d047235	0	1	motif2	gene
Zm00001d047236	1	0	motif1	gene
Zm00001d047238	1	1	both	gene
Zm00001d047241	2	2	both	gene
Zm00001d047242	1	0	motif1	gene
Zm00001d047245	2	0	motif1	gene
Zm00001d047248	1	0	motif1	gene
Zm00001d047255	0	1	motif2	gene
Zm00001d047262	1	0	motif1	gene
Zm00001d047271	1	0	motif1	gene
Zm00001d047272	0	2	motif2	gene
Zm00001d047273	0	1	motif2	gene
Zm00001d047276	1	0	motif1	gene
Zm00001d047282	1	1	both	gene
Zm00001d047283	1	4	both	gene
Zm00001d047289	0	1	motif2	gene
Zm00001d047299	1	0	motif1	gene
Zm00001d047300	1	0	motif1	gene
Zm00001d047301	1	2	both	gene
Zm00001d047302	0	3	motif2	gene
Zm00001d047306	2	3	both	gene
Zm00001d047307	1	1	both	gene
Zm00001d047309	0	1	motif2	gene
Zm00001d047310	1	1	both	gene
Zm00001d047317	1	2	both	gene
Zm00001d047318	0	1	motif2	gene
Zm00001d047320	1	0	motif1	gene
Zm00001d047323	1	1	both	gene
Zm00001d047330	0	1	motif2	gene
Zm00001d047331	0	1	motif2	gene
Zm00001d047335	0	1	motif2	gene
Zm00001d047338	1	0	motif1	gene
Zm00001d047345	0	1	motif2	gene
Zm00001d047347	0	1	motif2	gene
Zm00001d047349	0	1	motif2	gene
Zm00001d047352	0	2	motif2	gene
Zm00001d047354	0	1	motif2	gene
Zm00001d047355	1	2	both	gene
Zm00001d047367	3	3	both	gene
Zm00001d047368	1	3	both	gene
Zm00001d047373	0	1	motif2	gene
Zm00001d047376	1	0	motif1	gene
Zm00001d047379	0	1	motif2	gene
Zm00001d047385	1	0	motif1	gene
Zm00001d047396	0	1	motif2	gene
Zm00001d047399	0	1	motif2	gene
Zm00001d047400	1	0	motif1	gene
Zm00001d047401	1	0	motif1	gene
Zm00001d047403	1	0	motif1	gene
Zm00001d047404	0	1	motif2	gene
Zm00001d047407	0	1	motif2	gene
Zm00001d047410	1	3	both	gene
Zm00001d047411	1	3	both	gene
Zm00001d047412	1	1	both	gene
Zm00001d047418	1	0	motif1	gene
Zm00001d047422	0	1	motif2	gene
Zm00001d047425	1	1	both	gene
Zm00001d047426	2	2	both	gene
Zm00001d047428	3	3	both	gene
Zm00001d047429	1	0	motif1	gene
Zm00001d047434	0	1	motif2	gene
Zm00001d047435	1	1	both	gene
Zm00001d047439	1	0	motif1	gene
Zm00001d047446	1	1	both	gene
Zm00001d047449	2	1	both	gene
Zm00001d047451	0	2	motif2	gene
Zm00001d047453	3	2	both	gene
Zm00001d047455	0	1	motif2	gene
Zm00001d047460	1	0	motif1	gene
Zm00001d047462	1	0	motif1	gene
Zm00001d047463	0	1	motif2	gene
Zm00001d047464	3	2	both	gene
Zm00001d047467	1	1	both	gene
Zm00001d047468	3	2	both	gene
Zm00001d047469	0	1	motif2	gene
Zm00001d047471	2	1	both	gene
Zm00001d047477	1	0	motif1	gene
Zm00001d047479	0	1	motif2	gene
Zm00001d047480	1	0	motif1	gene
Zm00001d047481	1	1	both	gene
Zm00001d047483	1	0	motif1	gene
Zm00001d047484	1	1	both	gene
Zm00001d047488	1	0	motif1	gene
Zm00001d047489	1	0	motif1	gene
Zm00001d047491	0	1	motif2	gene
Zm00001d047494	0	4	motif2	gene
Zm00001d047496	1	0	motif1	gene
Zm00001d047497	3	0	motif1	gene
Zm00001d047498	1	0	motif1	gene
Zm00001d047502	0	1	motif2	gene
Zm00001d047505	0	1	motif2	gene
Zm00001d047506	1	0	motif1	gene
Zm00001d047516	1	0	motif1	gene
Zm00001d047518	3	6	both	gene
Zm00001d047519	1	0	motif1	gene
Zm00001d047521	1	1	both	gene
Zm00001d047522	0	1	motif2	gene
Zm00001d047525	0	1	motif2	gene
Zm00001d047526	2	0	motif1	gene
Zm00001d047527	1	1	both	gene
Zm00001d047528	1	0	motif1	gene
Zm00001d047530	0	1	motif2	gene
Zm00001d047534	0	1	motif2	gene
Zm00001d047536	0	2	motif2	gene
Zm00001d047537	1	1	both	gene
Zm00001d047540	4	1	both	gene
Zm00001d047555	0	1	motif2	gene
Zm00001d047557	0	1	motif2	gene
Zm00001d047566	1	2	both	gene
Zm00001d047574	0	1	motif2	gene
Zm00001d047579	0	1	motif2	gene
Zm00001d047581	1	0	motif1	gene
Zm00001d047583	2	0	motif1	gene
Zm00001d047587	1	3	both	gene
Zm00001d047589	1	0	motif1	gene
Zm00001d047593	1	1	both	gene
Zm00001d047594	1	0	motif1	gene
Zm00001d047595	0	2	motif2	gene
Zm00001d047600	1	3	both	gene
Zm00001d047601	2	0	motif1	gene
Zm00001d047607	0	1	motif2	gene
Zm00001d047608	3	1	both	gene
Zm00001d047611	1	0	motif1	gene
Zm00001d047612	3	1	both	gene
Zm00001d047616	1	1	both	gene
Zm00001d047617	1	1	both	gene
Zm00001d047619	1	0	motif1	gene
Zm00001d047628	0	2	motif2	gene
Zm00001d047631	1	1	both	gene
Zm00001d047632	1	1	both	gene
Zm00001d047636	2	3	both	gene
Zm00001d047637	0	1	motif2	gene
Zm00001d047639	2	2	both	gene
Zm00001d047640	0	1	motif2	gene
Zm00001d047650	1	0	motif1	gene
Zm00001d047655	1	0	motif1	gene
Zm00001d047662	1	1	both	gene
Zm00001d047663	1	0	motif1	gene
Zm00001d047665	1	0	motif1	gene
Zm00001d047671	0	1	motif2	gene
Zm00001d047676	1	0	motif1	gene
Zm00001d047678	0	1	motif2	gene
Zm00001d047680	0	1	motif2	gene
Zm00001d047681	1	2	both	gene
Zm00001d047683	1	0	motif1	gene
Zm00001d047688	1	1	both	gene
Zm00001d047690	1	1	both	gene
Zm00001d047691	0	1	motif2	gene
Zm00001d047704	2	0	motif1	gene
Zm00001d047708	1	1	both	gene
Zm00001d047712	0	1	motif2	gene
Zm00001d047713	2	0	motif1	gene
Zm00001d047717	0	4	motif2	gene
Zm00001d047720	1	0	motif1	gene
Zm00001d047721	2	0	motif1	gene
Zm00001d047726	1	0	motif1	gene
Zm00001d047729	1	4	both	gene
Zm00001d047737	2	0	motif1	gene
Zm00001d047739	3	3	both	gene
Zm00001d047742	1	2	both	gene
Zm00001d047744	2	0	motif1	gene
Zm00001d047746	1	1	both	gene
Zm00001d047747	1	1	both	gene
Zm00001d047749	0	1	motif2	gene
Zm00001d047750	1	0	motif1	gene
Zm00001d047753	1	0	motif1	gene
Zm00001d047754	0	4	motif2	gene
Zm00001d047755	1	1	both	gene
Zm00001d047759	1	0	motif1	gene
Zm00001d047760	3	1	both	gene
Zm00001d047762	1	2	both	gene
Zm00001d047763	1	1	both	gene
Zm00001d047767	2	0	motif1	gene
Zm00001d047770	0	1	motif2	gene
Zm00001d047776	1	1	both	gene
Zm00001d047777	1	0	motif1	gene
Zm00001d047778	0	1	motif2	gene
Zm00001d047780	1	1	both	gene
Zm00001d047782	1	0	motif1	gene
Zm00001d047783	1	0	motif1	gene
Zm00001d047784	1	1	both	gene
Zm00001d047785	1	0	motif1	gene
Zm00001d047794	1	0	motif1	gene
Zm00001d047796	1	0	motif1	gene
Zm00001d047801	1	3	both	gene
Zm00001d047805	2	2	both	gene
Zm00001d047808	0	1	motif2	gene
Zm00001d047813	1	0	motif1	gene
Zm00001d047817	0	1	motif2	gene
Zm00001d047828	0	1	motif2	gene
Zm00001d047831	1	2	both	gene
Zm00001d047834	0	1	motif2	gene
Zm00001d047835	2	0	motif1	gene
Zm00001d047838	0	1	motif2	gene
Zm00001d047839	0	1	motif2	gene
Zm00001d047842	0	2	motif2	gene
Zm00001d047843	1	0	motif1	gene
Zm00001d047848	1	1	both	gene
Zm00001d047849	2	0	motif1	gene
Zm00001d047853	0	1	motif2	gene
Zm00001d047854	0	2	motif2	gene
Zm00001d047855	1	0	motif1	gene
Zm00001d047856	2	0	motif1	gene
Zm00001d047858	0	1	motif2	gene
Zm00001d047861	0	1	motif2	gene
Zm00001d047868	0	1	motif2	gene
Zm00001d047869	2	0	motif1	gene
Zm00001d047872	0	1	motif2	gene
Zm00001d047873	1	4	both	gene
Zm00001d047875	1	0	motif1	gene
Zm00001d047880	1	0	motif1	gene
Zm00001d047883	0	1	motif2	gene
Zm00001d047885	0	1	motif2	gene
Zm00001d047886	0	1	motif2	gene
Zm00001d047889	9	6	both	gene
Zm00001d047894	4	1	both	gene
Zm00001d047896	0	1	motif2	gene
Zm00001d047897	0	1	motif2	gene
Zm00001d047898	1	0	motif1	gene
Zm00001d047899	1	0	motif1	gene
Zm00001d047905	0	2	motif2	gene
Zm00001d047906	0	1	motif2	gene
Zm00001d047908	2	1	both	gene
Zm00001d047910	2	0	motif1	gene
Zm00001d047915	0	1	motif2	gene
Zm00001d047917	1	0	motif1	gene
Zm00001d047920	1	1	both	gene
Zm00001d047921	1	0	motif1	gene
Zm00001d047923	0	1	motif2	gene
Zm00001d047924	1	0	motif1	gene
Zm00001d047925	0	1	motif2	gene
Zm00001d047926	1	0	motif1	gene
Zm00001d047928	1	0	motif1	gene
Zm00001d047929	2	0	motif1	gene
Zm00001d047935	1	1	both	gene
Zm00001d047938	0	1	motif2	gene
Zm00001d047941	0	1	motif2	gene
Zm00001d047943	1	0	motif1	gene
Zm00001d047945	1	0	motif1	gene
Zm00001d047946	2	5	both	gene
Zm00001d047948	0	1	motif2	gene
Zm00001d047955	0	2	motif2	gene
Zm00001d047958	1	0	motif1	gene
Zm00001d047959	1	1	both	gene
Zm00001d047960	1	0	motif1	gene
Zm00001d047961	1	0	motif1	gene
Zm00001d047970	1	0	motif1	gene
Zm00001d047972	0	1	motif2	gene
Zm00001d047975	2	2	both	gene
Zm00001d047977	1	1	both	gene
Zm00001d047979	2	2	both	gene
Zm00001d047980	0	1	motif2	gene
Zm00001d047983	0	1	motif2	gene
Zm00001d047985	1	1	both	gene
Zm00001d047989	2	1	both	gene
Zm00001d047990	0	1	motif2	gene
Zm00001d047991	1	0	motif1	gene
Zm00001d047992	0	2	motif2	gene
Zm00001d047994	1	0	motif1	gene
Zm00001d047998	0	1	motif2	gene
Zm00001d048001	2	0	motif1	gene
Zm00001d048003	2	0	motif1	gene
Zm00001d048004	0	1	motif2	gene
Zm00001d048013	0	1	motif2	gene
Zm00001d048016	0	1	motif2	gene
Zm00001d048017	2	2	both	gene
Zm00001d048019	0	1	motif2	gene
Zm00001d048023	2	0	motif1	gene
Zm00001d048028	0	1	motif2	gene
Zm00001d048031	3	0	motif1	gene
Zm00001d048034	0	4	motif2	gene
Zm00001d048035	0	1	motif2	gene
Zm00001d048040	0	1	motif2	gene
Zm00001d048042	1	0	motif1	gene
Zm00001d048046	0	2	motif2	gene
Zm00001d048047	1	1	both	gene
Zm00001d048049	0	1	motif2	gene
Zm00001d048050	0	4	motif2	gene
Zm00001d048052	0	1	motif2	gene
Zm00001d048055	0	1	motif2	gene
Zm00001d048059	5	1	both	gene
Zm00001d048070	1	0	motif1	gene
Zm00001d048077	2	0	motif1	gene
Zm00001d048079	0	1	motif2	gene
Zm00001d048080	0	2	motif2	gene
Zm00001d048081	1	1	both	gene
Zm00001d048082	2	0	motif1	gene
Zm00001d048083	0	1	motif2	gene
Zm00001d048084	1	0	motif1	gene
Zm00001d048089	1	2	both	gene
Zm00001d048090	3	2	both	gene
Zm00001d048091	0	2	motif2	gene
Zm00001d048092	1	0	motif1	gene
Zm00001d048095	1	2	both	gene
Zm00001d048096	2	0	motif1	gene
Zm00001d048100	1	1	both	gene
Zm00001d048102	0	1	motif2	gene
Zm00001d048111	0	1	motif2	gene
Zm00001d048115	1	3	both	gene
Zm00001d048119	3	1	both	gene
Zm00001d048122	0	3	motif2	gene
Zm00001d048126	1	0	motif1	gene
Zm00001d048127	1	0	motif1	gene
Zm00001d048129	1	0	motif1	gene
Zm00001d048132	0	2	motif2	gene
Zm00001d048137	0	1	motif2	gene
Zm00001d048138	2	1	both	gene
Zm00001d048141	1	0	motif1	gene
Zm00001d048142	1	1	both	gene
Zm00001d048145	1	3	both	gene
Zm00001d048146	1	0	motif1	gene
Zm00001d048147	1	2	both	gene
Zm00001d048149	1	0	motif1	gene
Zm00001d048153	1	0	motif1	gene
Zm00001d048154	2	0	motif1	gene
Zm00001d048158	1	0	motif1	gene
Zm00001d048171	1	1	both	gene
Zm00001d048175	3	0	motif1	gene
Zm00001d048179	0	1	motif2	gene
Zm00001d048181	2	1	both	gene
Zm00001d048187	2	0	motif1	gene
Zm00001d048189	2	0	motif1	gene
Zm00001d048190	1	0	motif1	gene
Zm00001d048191	1	0	motif1	gene
Zm00001d048194	1	0	motif1	gene
Zm00001d048198	1	1	both	gene
Zm00001d048203	0	2	motif2	gene
Zm00001d048204	1	0	motif1	gene
Zm00001d048205	1	0	motif1	gene
Zm00001d048216	0	1	motif2	gene
Zm00001d048217	3	0	motif1	gene
Zm00001d048220	0	1	motif2	gene
Zm00001d048222	0	1	motif2	gene
Zm00001d048223	0	1	motif2	gene
Zm00001d048227	0	1	motif2	gene
Zm00001d048233	0	1	motif2	gene
Zm00001d048234	1	0	motif1	gene
Zm00001d048235	2	1	both	gene
Zm00001d048236	3	0	motif1	gene
Zm00001d048239	0	1	motif2	gene
Zm00001d048243	1	1	both	gene
Zm00001d048244	1	0	motif1	gene
Zm00001d048246	1	1	both	gene
Zm00001d048247	0	1	motif2	gene
Zm00001d048258	1	1	both	gene
Zm00001d048262	0	1	motif2	gene
Zm00001d048265	0	1	motif2	gene
Zm00001d048267	0	1	motif2	gene
Zm00001d048272	2	0	motif1	gene
Zm00001d048282	0	1	motif2	gene
Zm00001d048285	0	1	motif2	gene
Zm00001d048286	0	1	motif2	gene
Zm00001d048291	0	1	motif2	gene
Zm00001d048295	0	1	motif2	gene
Zm00001d048298	0	1	motif2	gene
Zm00001d048301	0	1	motif2	gene
Zm00001d048310	3	0	motif1	gene
Zm00001d048312	0	1	motif2	gene
Zm00001d048318	0	2	motif2	gene
Zm00001d048323	1	0	motif1	gene
Zm00001d048324	1	1	both	gene
Zm00001d048329	1	1	both	gene
Zm00001d048336	0	2	motif2	gene
Zm00001d048338	0	2	motif2	gene
Zm00001d048343	2	0	motif1	gene
Zm00001d048344	0	1	motif2	gene
Zm00001d048345	0	3	motif2	gene
Zm00001d048357	0	1	motif2	gene
Zm00001d048358	2	0	motif1	gene
Zm00001d048362	0	1	motif2	gene
Zm00001d048372	0	1	motif2	gene
Zm00001d048373	1	0	motif1	gene
Zm00001d048374	0	1	motif2	gene
Zm00001d048379	2	0	motif1	gene
Zm00001d048389	1	0	motif1	gene
Zm00001d048390	1	0	motif1	gene
Zm00001d048392	3	0	motif1	gene
Zm00001d048393	0	2	motif2	gene
Zm00001d048397	1	2	both	gene
Zm00001d048398	0	1	motif2	gene
Zm00001d048403	0	2	motif2	gene
Zm00001d048404	1	1	both	gene
Zm00001d048408	1	0	motif1	gene
Zm00001d048415	4	0	motif1	gene
Zm00001d048419	1	5	both	gene
Zm00001d048420	1	0	motif1	gene
Zm00001d048421	0	1	motif2	gene
Zm00001d048428	0	1	motif2	gene
Zm00001d048430	1	0	motif1	gene
Zm00001d048432	1	0	motif1	gene
Zm00001d048433	0	1	motif2	gene
Zm00001d048434	1	1	both	gene
Zm00001d048436	0	2	motif2	gene
Zm00001d048437	0	1	motif2	gene
Zm00001d048439	1	1	both	gene
Zm00001d048440	0	1	motif2	gene
Zm00001d048442	0	1	motif2	gene
Zm00001d048445	2	0	motif1	gene
Zm00001d048447	0	3	motif2	gene
Zm00001d048451	1	0	motif1	gene
Zm00001d048452	1	1	both	gene
Zm00001d048453	1	0	motif1	gene
Zm00001d048454	0	1	motif2	gene
Zm00001d048458	1	1	both	gene
Zm00001d048459	1	0	motif1	gene
Zm00001d048463	1	0	motif1	gene
Zm00001d048470	1	0	motif1	gene
Zm00001d048471	1	0	motif1	gene
Zm00001d048473	0	4	motif2	gene
Zm00001d048474	1	1	both	gene
Zm00001d048481	0	2	motif2	gene
Zm00001d048482	2	1	both	gene
Zm00001d048487	1	2	both	gene
Zm00001d048489	1	0	motif1	gene
Zm00001d048491	0	1	motif2	gene
Zm00001d048493	1	0	motif1	gene
Zm00001d048494	1	0	motif1	gene
Zm00001d048501	0	2	motif2	gene
Zm00001d048502	3	0	motif1	gene
Zm00001d048507	1	0	motif1	gene
Zm00001d048510	2	1	both	gene
Zm00001d048511	3	1	both	gene
Zm00001d048512	1	0	motif1	gene
Zm00001d048514	2	0	motif1	gene
Zm00001d048515	0	1	motif2	gene
Zm00001d048516	1	4	both	gene
Zm00001d048521	0	2	motif2	gene
Zm00001d048524	1	2	both	gene
Zm00001d048526	0	1	motif2	gene
Zm00001d048527	2	1	both	gene
Zm00001d048529	1	0	motif1	gene
Zm00001d048531	0	1	motif2	gene
Zm00001d048535	2	1	both	gene
Zm00001d048536	2	0	motif1	gene
Zm00001d048540	1	1	both	gene
Zm00001d048541	1	1	both	gene
Zm00001d048545	1	1	both	gene
Zm00001d048546	6	4	both	gene
Zm00001d048552	3	0	motif1	gene
Zm00001d048553	1	0	motif1	gene
Zm00001d048556	2	1	both	gene
Zm00001d048559	0	1	motif2	gene
Zm00001d048564	0	1	motif2	gene
Zm00001d048566	1	0	motif1	gene
Zm00001d048567	1	1	both	gene
Zm00001d048568	0	1	motif2	gene
