feature	filter.imprint.BW	syntelog.BW	imprinted.both.BW	filter.imprint.BP	syntelog.BP	feature_type	imprint	syntelog	agreement	expression.type	motif1	motif2	motif.type	either.motif	imprint.syntelog	syntenic.grasses	has.go.term
RLC04195Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC04234Zm00001d00002	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC04586Zm00001d00002	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLC04671Zm00001d00001	not.detected	NA	NA	PEG	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC04673Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC05060Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC06058Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLC06397Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC07133Zm00001d00001	no.imprint	na.te	na.te	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
RLC07546Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC08063Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC08157Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC08419Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC08633Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC08639Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC08650Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC08661Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC09991Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC10258Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC11127Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC11137Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC11777Zm00001d00001	no.imprint	na.te	na.te	PEG	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC12685Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC12805Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC13934Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLC13987Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC14265Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC15241Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLC15470Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC15934Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC16274Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC17257Zm00001dS0001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC17382Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC17649Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC18167Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC18343Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC18544Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC18745Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC19180Zm00001d00001	no.imprint	na.te	na.te	PEG	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC19781Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC20396Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC20692Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC20749Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC20796Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLC21263Zm00001d00001	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	matTE_variable	NA.TE	NA
RLC21552Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC21993Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLC22496Zm00001d00001	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC22973Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLC23427Zm00001d00001	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLC24815Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLC24851Zm00001d00001	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d00091	MEG	na.te	na.te	no.imprint	na.te	TE	matTE	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
RLG00001Zm00001d00675	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d00862	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d01316	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d01678	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d02054	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d02223	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d02470	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d03085	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d03358	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d03450	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d03908	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d03968	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d04866	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d04929	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05121	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05155	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05218	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05340	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05569	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05621	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05685	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d05962	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d06085	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d06087	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d06646	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d06739	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d07024	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d07067	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d07254	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d07877	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08026	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
RLG00001Zm00001d08487	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08570	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08684	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08796	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08847	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d08878	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d09707	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d09774	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d10309	PEG	na.te	na.te	PEG	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d10713	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d11567	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d11724	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d11795	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12033	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12236	no.imprint	na.te	na.te	PEG	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12331	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12334	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
RLG00001Zm00001d12366	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12597	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12618	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d12915	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13146	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13659	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13674	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13704	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13733	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13858	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d13879	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14017	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14120	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14160	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14175	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14281	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14600	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14622	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14739	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14757	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14826	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14914	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d14935	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d15078	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
RLG00001Zm00001d15083	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
